equiv_bha_key,num_runs,curve_type,formation_name,formation_segment,formation_bin_key,p10,p50,p90,contributing_runs,confident
6B-13mm | 5/6-mid,14,slide,Buda,50,Buda|50,63.2,77.8,97.3,8,True
6B-13mm | 5/6-mid,14,slide,Buda,60,Buda|60,53.8,76.6,99.0,8,True
6B-13mm | 5/6-mid,14,slide,Buda,70,Buda|70,51.1,69.9,99.0,8,True
6B-13mm | 5/6-mid,14,slide,Buda,80,Buda|80,40.5,69.1,99.0,9,True
6B-13mm | 5/6-mid,14,slide,Buda,90,Buda|90,40.4,57.0,106.2,6,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,0,Wilcox|0,186.5,313.6,395.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,10,Wilcox|10,171.8,327.3,400.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,20,Wilcox|20,201.2,327.3,430.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,30,Wilcox|30,162.2,360.0,400.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,40,Wilcox|40,219.4,360.0,420.0,15,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,50,Wilcox|50,207.3,360.0,400.0,17,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,60,Wilcox|60,288.4,390.0,420.0,17,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,70,Wilcox|70,288.4,390.0,400.0,16,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,80,Wilcox|80,288.4,360.0,425.0,16,True
6B-16mm | 6/7-lo,17,rotary,Wilcox,90,Wilcox|90,276.1,360.0,415.0,16,True
6B-16mm | 6/7-lo,17,rotary,Midway,0,Midway|0,270.0,360.0,425.0,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,10,Midway|10,270.0,360.0,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,20,Midway|20,266.9,360.0,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,30,Midway|30,219.1,344.2,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,40,Midway|40,211.4,344.2,432.5,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,50,Midway|50,196.8,344.2,450.0,8,True
6B-16mm | 6/7-lo,17,rotary,Midway,60,Midway|60,191.6,330.0,450.0,7,True
6B-16mm | 6/7-lo,17,rotary,Midway,70,Midway|70,191.6,360.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Midway,80,Midway|80,193.3,350.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Midway,90,Midway|90,193.3,350.0,425.0,6,True
6B-16mm | 6/7-lo,17,rotary,Escondido,0,Escondido|0,193.3,350.0,400.0,10,True
6B-16mm | 6/7-lo,17,rotary,Escondido,10,Escondido|10,241.6,338.4,396.0,7,True
6B-16mm | 6/7-lo,17,rotary,Escondido,20,Escondido|20,261.4,338.4,387.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,30,Escondido|30,261.4,278.6,295.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,40,Escondido|40,261.4,278.6,295.7,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,50,Escondido|50,302.7,313.6,324.6,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,60,Escondido|60,315.0,320.5,325.9,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,70,Escondido|70,315.0,320.5,325.9,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,80,Escondido|80,315.0,320.5,337.2,2,False
6B-16mm | 6/7-lo,17,rotary,Escondido,90,Escondido|90,126.4,266.4,337.2,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,0,Olmos|0,126.4,266.4,392.7,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,10,Olmos|10,334.6,363.6,396.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,20,Olmos|20,364.0,380.0,396.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,30,Olmos|30,364.5,382.5,400.5,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,40,Olmos|40,405.0,425.0,445.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,50,Olmos|50,405.0,425.0,445.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,60,Olmos|60,400.0,400.0,400.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,70,Olmos|70,400.0,400.0,400.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,80,Olmos|80,400.0,400.0,400.0,2,False
6B-16mm | 6/7-lo,17,rotary,Olmos,90,Olmos|90,400.0,400.0,400.0,2,False
6B-16mm | 6/7-lo,17,rotary,San Miguel,0,San Miguel|0,198.2,300.0,384.0,2,False
6B-16mm | 6/7-lo,17,rotary,Buda,90,Buda|90,189.8,266.6,326.1,15,True
6B-16mm | 6/7-lo,17,slide,Wilcox,0,Wilcox|0,172.8,313.6,386.0,14,True
6B-16mm | 6/7-lo,17,slide,Wilcox,10,Wilcox|10,178.1,300.0,382.9,13,True
6B-16mm | 6/7-lo,17,slide,Wilcox,20,Wilcox|20,167.6,218.4,382.9,12,True
6B-16mm | 6/7-lo,17,slide,Wilcox,30,Wilcox|30,108.0,200.0,356.7,13,True
6B-16mm | 6/7-lo,17,slide,Wilcox,40,Wilcox|40,104.7,144.0,234.5,12,True
6B-16mm | 6/7-lo,17,slide,Wilcox,50,Wilcox|50,92.2,138.5,234.5,13,True
6B-16mm | 6/7-lo,17,slide,Wilcox,60,Wilcox|60,80.1,122.0,274.3,15,True
6B-16mm | 6/7-lo,17,slide,Wilcox,70,Wilcox|70,70.3,95.6,300.0,16,True
6B-16mm | 6/7-lo,17,slide,Wilcox,80,Wilcox|80,70.3,95.6,274.3,11,True
6B-16mm | 6/7-lo,17,slide,Wilcox,90,Wilcox|90,57.6,83.7,273.2,12,True
6B-16mm | 6/7-lo,17,slide,Midway,0,Midway|0,49.6,95.3,179.1,4,True
6B-16mm | 6/7-lo,17,slide,Midway,10,Midway|10,49.6,95.3,179.1,4,True
6B-16mm | 6/7-lo,17,slide,Midway,20,Midway|20,72.8,135.0,195.8,4,True
6B-16mm | 6/7-lo,17,slide,Midway,30,Midway|30,76.1,135.0,195.8,5,True
6B-16mm | 6/7-lo,17,slide,Midway,40,Midway|40,76.1,128.2,187.0,4,True
6B-16mm | 6/7-lo,17,slide,Midway,50,Midway|50,66.3,89.0,148.0,5,True
6B-16mm | 6/7-lo,17,slide,Midway,60,Midway|60,66.3,89.0,148.0,5,True
6B-16mm | 6/7-lo,17,slide,Midway,70,Midway|70,90.0,130.0,170.0,2,False
6B-16mm | 6/7-lo,17,slide,Midway,80,Midway|80,90.0,130.0,175.2,2,False
6B-16mm | 6/7-lo,17,slide,Midway,90,Midway|90,67.3,130.0,192.7,4,True
6B-16mm | 6/7-lo,17,slide,Escondido,0,Escondido|0,67.3,150.0,224.2,5,True
6B-16mm | 6/7-lo,17,slide,Escondido,10,Escondido|10,70.6,150.0,224.2,3,True
6B-16mm | 6/7-lo,17,slide,Escondido,20,Escondido|20,74.3,194.0,313.7,1,False
6B-16mm | 6/7-lo,17,slide,Escondido,40,Escondido|40,74.3,193.3,301.6,2,False
6B-16mm | 6/7-lo,17,slide,Escondido,50,Escondido|50,74.3,193.3,301.6,2,False
6B-16mm | 6/7-lo,17,slide,Escondido,60,Escondido|60,72.0,72.0,72.0,1,False
6B-16mm | 6/7-lo,17,slide,Escondido,70,Escondido|70,65.2,72.0,72.0,1,False
6B-16mm | 6/7-lo,17,slide,Escondido,80,Escondido|80,65.2,73.0,80.8,2,False
6B-16mm | 6/7-lo,17,slide,Escondido,90,Escondido|90,65.2,73.0,80.8,2,False
6B-16mm | 6/7-lo,17,slide,Olmos,0,Olmos|0,78.3,78.3,78.3,1,False
6B-16mm | 6/7-lo,17,slide,Olmos,10,Olmos|10,77.4,77.4,77.4,1,False
6B-16mm | 6/7-lo,17,slide,Olmos,20,Olmos|20,77.4,77.4,77.4,1,False
6B-16mm | 6/7-lo,17,slide,Olmos,60,Olmos|60,65.9,77.4,77.4,2,False
6B-16mm | 6/7-lo,17,slide,Olmos,80,Olmos|80,65.9,81.0,96.2,2,False
6B-16mm | 6/7-lo,17,slide,Olmos,90,Olmos|90,175.9,276.9,276.9,1,False
6B-16mm | 6/7-lo,17,slide,Buda,90,Buda|90,226.4,288.4,315.2,13,True
6B-16mm | 5/6-mid,18,rotary,Escondido,10,Escondido|10,334.6,358.6,382.6,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,20,Escondido|20,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,30,Escondido|30,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,40,Escondido|40,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,50,Escondido|50,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,60,Escondido|60,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,70,Escondido|70,289.2,338.4,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,80,Escondido|80,289.2,338.4,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,Escondido,90,Escondido|90,310.0,350.0,388.6,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,0,Hazard|0,388.6,388.6,390.0,1,False
6B-16mm | 5/6-mid,18,rotary,Hazard,10,Hazard|10,388.6,388.6,406.9,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,20,Hazard|20,327.6,328.6,406.9,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,30,Hazard|30,327.6,328.6,396.0,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,40,Hazard|40,327.6,338.4,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,50,Hazard|50,289.2,338.4,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,60,Hazard|60,289.2,338.4,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,70,Hazard|70,285.6,353.6,425.0,1,False
6B-16mm | 5/6-mid,18,rotary,Hazard,80,Hazard|80,343.4,363.5,425.0,2,False
6B-16mm | 5/6-mid,18,rotary,Hazard,90,Hazard|90,289.2,353.6,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,0,San Miguel|0,343.4,363.5,387.7,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,10,San Miguel|10,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,20,San Miguel|20,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,30,San Miguel|30,369.0,405.0,441.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,40,San Miguel|40,369.0,405.0,441.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,50,San Miguel|50,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,60,San Miguel|60,405.0,425.0,445.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,70,San Miguel|70,400.0,400.0,400.0,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,80,San Miguel|80,330.6,343.6,356.7,2,False
6B-16mm | 5/6-mid,18,rotary,San Miguel,90,San Miguel|90,207.7,238.4,269.2,2,False
6B-16mm | 5/6-mid,18,rotary,Austin Chalk,50,Austin Chalk|50,90.0,112.0,130.5,1,False
6B-16mm | 5/6-mid,18,rotary,Austin Chalk,60,Austin Chalk|60,82.5,106.2,115.0,4,True
6B-16mm | 5/6-mid,18,rotary,Austin Chalk,70,Austin Chalk|70,90.0,106.2,122.3,4,True
6B-16mm | 5/6-mid,18,rotary,Austin Chalk,80,Austin Chalk|80,90.6,104.9,122.3,3,True
6B-16mm | 5/6-mid,18,rotary,Austin Chalk,90,Austin Chalk|90,91.5,104.9,123.8,4,True
6B-16mm | 5/6-mid,18,rotary,Eagle Ford,50,Eagle Ford|50,90.6,104.9,123.8,4,True
6B-16mm | 5/6-mid,18,rotary,Eagle Ford,60,Eagle Ford|60,74.5,86.3,131.7,4,True
6B-16mm | 5/6-mid,18,rotary,Eagle Ford,70,Eagle Ford|70,74.5,86.3,131.7,4,True
6B-16mm | 5/6-mid,18,rotary,Eagle Ford,80,Eagle Ford|80,100.8,111.0,147.4,3,True
6B-16mm | 5/6-mid,18,rotary,Eagle Ford,90,Eagle Ford|90,101.5,130.9,197.5,4,True
6B-16mm | 5/6-mid,18,rotary,Buda,0,Buda|0,101.5,225.0,305.5,9,True
6B-16mm | 5/6-mid,18,rotary,Buda,10,Buda|10,135.2,240.6,356.7,10,True
6B-16mm | 5/6-mid,18,rotary,Buda,20,Buda|20,135.2,240.6,360.0,12,True
6B-16mm | 5/6-mid,18,rotary,Buda,30,Buda|30,171.4,225.0,356.7,11,True
6B-16mm | 5/6-mid,18,rotary,Buda,40,Buda|40,100.1,205.9,343.5,4,True
6B-16mm | 5/6-mid,18,rotary,Buda,50,Buda|50,100.1,120.0,176.6,5,True
6B-16mm | 5/6-mid,18,rotary,Buda,60,Buda|60,100.1,120.0,154.4,5,True
6B-16mm | 5/6-mid,18,rotary,Buda,70,Buda|70,112.5,120.5,154.4,4,True
6B-16mm | 5/6-mid,18,rotary,Buda,80,Buda|80,132.1,156.5,228.7,5,True
6B-16mm | 5/6-mid,18,rotary,Buda,90,Buda|90,219.6,241.9,302.4,7,True
6B-16mm | 5/6-mid,18,slide,Escondido,10,Escondido|10,146.1,159.3,172.4,2,False
6B-16mm | 5/6-mid,18,slide,Escondido,20,Escondido|20,137.1,152.4,167.6,2,False
6B-16mm | 5/6-mid,18,slide,Escondido,30,Escondido|30,105.9,105.9,118.8,1,False
6B-16mm | 5/6-mid,18,slide,Escondido,40,Escondido|40,85.9,102.3,105.9,2,False
6B-16mm | 5/6-mid,18,slide,Escondido,50,Escondido|50,83.3,102.3,118.8,1,False
6B-16mm | 5/6-mid,18,slide,Escondido,60,Escondido|60,79.0,110.3,137.3,2,False
6B-16mm | 5/6-mid,18,slide,Escondido,70,Escondido|70,83.3,128.1,177.2,2,False
6B-16mm | 5/6-mid,18,slide,Escondido,80,Escondido|80,79.0,128.1,177.2,1,False
6B-16mm | 5/6-mid,18,slide,Escondido,90,Escondido|90,72.8,81.7,91.1,1,False
6B-16mm | 5/6-mid,18,slide,Hazard,80,Hazard|80,72.8,81.7,91.1,2,False
6B-16mm | 5/6-mid,18,slide,Hazard,90,Hazard|90,72.3,81.7,91.1,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,0,San Miguel|0,55.1,57.8,60.4,1,False
6B-16mm | 5/6-mid,18,slide,San Miguel,10,San Miguel|10,55.1,57.8,60.4,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,20,San Miguel|20,61.0,61.0,61.0,1,False
6B-16mm | 5/6-mid,18,slide,San Miguel,30,San Miguel|30,61.0,61.0,61.0,1,False
6B-16mm | 5/6-mid,18,slide,San Miguel,40,San Miguel|40,49.4,52.7,55.9,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,50,San Miguel|50,49.4,52.7,55.9,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,60,San Miguel|60,53.5,62.1,64.3,1,False
6B-16mm | 5/6-mid,18,slide,San Miguel,70,San Miguel|70,59.2,62.1,64.8,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,80,San Miguel|80,53.5,62.0,64.8,2,False
6B-16mm | 5/6-mid,18,slide,San Miguel,90,San Miguel|90,58.5,62.0,64.8,1,False
6B-16mm | 5/6-mid,18,slide,Austin Chalk,60,Austin Chalk|60,53.9,65.8,73.2,2,False
6B-16mm | 5/6-mid,18,slide,Austin Chalk,70,Austin Chalk|70,58.5,85.7,112.3,5,True
6B-16mm | 5/6-mid,18,slide,Austin Chalk,80,Austin Chalk|80,74.5,90.0,112.3,5,True
6B-16mm | 5/6-mid,18,slide,Austin Chalk,90,Austin Chalk|90,74.5,90.0,97.7,4,True
6B-16mm | 5/6-mid,18,slide,Eagle Ford,50,Eagle Ford|50,66.1,68.3,82.6,2,False
6B-16mm | 5/6-mid,18,slide,Eagle Ford,60,Eagle Ford|60,49.5,59.6,82.6,4,True
6B-16mm | 5/6-mid,18,slide,Eagle Ford,70,Eagle Ford|70,55.7,68.3,110.8,4,True
6B-16mm | 5/6-mid,18,slide,Eagle Ford,80,Eagle Ford|80,55.7,83.3,125.8,4,True
6B-16mm | 5/6-mid,18,slide,Eagle Ford,90,Eagle Ford|90,70.1,91.5,173.8,4,True
6B-16mm | 5/6-mid,18,slide,Buda,0,Buda|0,70.1,91.5,173.8,8,True
6B-16mm | 5/6-mid,18,slide,Buda,10,Buda|10,49.5,80.3,140.8,8,True
6B-16mm | 5/6-mid,18,slide,Buda,20,Buda|20,37.3,60.0,120.8,9,True
6B-16mm | 5/6-mid,18,slide,Buda,30,Buda|30,37.3,53.7,75.9,10,True
6B-16mm | 5/6-mid,18,slide,Buda,40,Buda|40,36.6,53.7,75.9,7,True
6B-16mm | 5/6-mid,18,slide,Buda,50,Buda|50,40.5,71.7,106.2,6,True
6B-16mm | 5/6-mid,18,slide,Buda,60,Buda|60,40.5,93.8,118.6,4,True
6B-16mm | 5/6-mid,18,slide,Buda,70,Buda|70,50.2,97.3,118.7,3,True
6B-16mm | 5/6-mid,18,slide,Buda,80,Buda|80,50.2,97.3,137.6,4,True
6B-16mm | 5/6-mid,18,slide,Buda,90,Buda|90,39.5,102.2,140.8,7,True
6B-13mm | 5/6-lo,1,rotary,Buda,90,Buda|90,327.3,327.3,327.3,1,False
6B-13mm | 5/6-lo,1,slide,Buda,90,Buda|90,66.7,66.7,66.7,1,False
6B-16mm | 7/8-mid,3,rotary,Wilcox,90,Wilcox|90,305.1,317.4,329.7,2,False
6B-16mm | 7/8-mid,3,rotary,Escondido,0,Escondido|0,320.0,358.0,382.5,2,False
6B-16mm | 7/8-mid,3,rotary,Escondido,10,Escondido|10,333.4,400.0,400.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,20,Escondido|20,400.0,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,30,Escondido|30,400.0,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,40,Escondido|40,400.0,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,50,Escondido|50,400.0,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,60,Escondido|60,400.0,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,70,Escondido|70,259.0,425.0,445.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,80,Escondido|80,259.0,380.0,436.0,3,True
6B-16mm | 7/8-mid,3,rotary,Escondido,90,Escondido|90,249.7,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,0,Hazard|0,238.6,380.0,436.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,10,Hazard|10,238.6,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,20,Hazard|20,450.0,450.0,450.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,30,Hazard|30,450.0,450.0,450.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,40,Hazard|40,430.0,450.0,450.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,50,Hazard|50,364.0,380.0,436.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,60,Hazard|60,137.3,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,70,Hazard|70,137.3,400.0,440.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,80,Hazard|80,222.4,425.0,445.0,3,True
6B-16mm | 7/8-mid,3,rotary,Hazard,90,Hazard|90,275.8,425.0,445.0,3,True
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,0,Austin Chalk|0,360.0,400.0,400.0,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,10,Austin Chalk|10,360.0,360.0,360.0,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,20,Austin Chalk|20,300.0,300.0,300.0,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,30,Austin Chalk|30,276.9,276.9,276.9,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,40,Austin Chalk|40,276.9,276.9,276.9,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,50,Austin Chalk|50,276.9,276.9,276.9,1,False
6B-16mm | 7/8-mid,3,rotary,Austin Chalk,60,Austin Chalk|60,225.0,225.0,288.4,1,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,0,Anacacho|0,62.8,225.0,325.8,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,10,Anacacho|10,62.8,234.9,407.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,20,Anacacho|20,233.8,329.9,426.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,30,Anacacho|30,405.0,425.0,445.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,40,Anacacho|40,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,50,Anacacho|50,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,60,Anacacho|60,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,70,Anacacho|70,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,80,Anacacho|80,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Anacacho,90,Anacacho|90,450.0,450.0,450.0,2,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,0,Eagle Ford|0,405.0,425.0,445.0,1,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,10,Eagle Ford|10,400.0,400.0,400.0,1,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,20,Eagle Ford|20,400.0,400.0,400.0,1,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,30,Eagle Ford|30,360.0,360.0,360.0,1,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,40,Eagle Ford|40,257.1,257.1,257.1,1,False
6B-16mm | 7/8-mid,3,rotary,Eagle Ford,50,Eagle Ford|50,257.1,257.1,257.1,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,0,Buda|0,450.0,450.0,450.0,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,10,Buda|10,450.0,450.0,450.0,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,20,Buda|20,360.0,360.0,360.0,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,30,Buda|30,360.0,360.0,360.0,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,40,Buda|40,327.3,327.3,327.3,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,50,Buda|50,327.3,327.3,327.3,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,60,Buda|60,300.0,300.0,300.0,1,False
6B-16mm | 7/8-mid,3,rotary,Buda,70,Buda|70,300.0,300.0,300.0,1,False
6B-16mm | 7/8-mid,3,slide,Wilcox,90,Wilcox|90,176.1,179.7,183.2,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,0,Escondido|0,155.6,177.9,200.3,1,False
6B-16mm | 7/8-mid,3,slide,Escondido,10,Escondido|10,155.6,177.9,200.3,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,30,Escondido|30,155.6,171.4,175.8,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,40,Escondido|40,103.7,139.8,171.4,1,False
6B-16mm | 7/8-mid,3,slide,Escondido,50,Escondido|50,171.4,171.4,171.4,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,60,Escondido|60,123.7,138.4,153.1,1,False
6B-16mm | 7/8-mid,3,slide,Escondido,70,Escondido|70,189.5,189.5,189.5,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,80,Escondido|80,123.7,150.0,189.5,2,False
6B-16mm | 7/8-mid,3,slide,Escondido,90,Escondido|90,141.2,150.0,189.5,3,True
6B-16mm | 7/8-mid,3,slide,Hazard,0,Hazard|0,93.5,141.2,155.8,1,False
6B-16mm | 7/8-mid,3,slide,Hazard,10,Hazard|10,138.5,138.5,141.2,2,False
6B-16mm | 7/8-mid,3,slide,Hazard,20,Hazard|20,138.5,138.5,155.8,1,False
6B-16mm | 7/8-mid,3,slide,Hazard,30,Hazard|30,138.5,138.5,138.5,1,False
6B-16mm | 7/8-mid,3,slide,Hazard,80,Hazard|80,76.6,76.6,76.6,1,False
6B-16mm | 7/8-mid,3,slide,Austin Chalk,10,Austin Chalk|10,76.6,76.6,76.6,1,False
6B-16mm | 7/8-mid,3,slide,Anacacho,0,Anacacho|0,156.5,156.5,156.5,1,False
6B-16mm | 7/8-mid,3,slide,Anacacho,10,Anacacho|10,156.5,156.5,156.5,1,False
6B-16mm | 7/8-mid,3,slide,Eagle Ford,30,Eagle Ford|30,36.5,36.5,36.5,1,False
6B-16mm | 7/8-mid,3,slide,Eagle Ford,40,Eagle Ford|40,36.5,36.5,36.5,1,False
6B-16mm | 7/8-mid,3,slide,Buda,0,Buda|0,138.5,138.5,138.5,1,False
6B-16mm | 7/8-mid,3,slide,Buda,30,Buda|30,149.3,149.3,149.3,1,False
